# Wordlist

# DATA
ID	DOCULECT	DOCULECT_IN_SOURCE	GLOTTOCODE	CONCEPTICON_ID	CONCEPT	VALUE	FORM	SOURCE	BVD_ID	COGID	BORROWING	VARIANTS	SEGMENTS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	TURCHINID	EDITID	SCAID	LEXSTATID	INFOMAP	ALIGNMENT	STRUCTURE
4431	Ra’ivavae	Ra'ivavae	aust1304	1225	day	mahana	mahana	Tamaititahio-1213-2015	291307	1318			m a h a n a	4 7 3 7 4 7	AXBYBZ	MAHANA	6	6.M.C 6.A.V 6.H.C 6.A.V 6.N.C 6.A.V	2.0 1.5 1.75 1.3 1.75 0.8	mahana	0	278	159	211	227	110	m a h a n a	c c c c c c
4624	Tuamotuan	Tuamotu	tuam1242	1225	day	ao	ao	POLLEX	59865	18			a o	7 7	XZ	AU	10	10.A.V 10.U.V	1.5 0.8	ao	1	274	157	207	223	108	a - o	c c
5146	Rurutuan	Rurutuan	aust1304	1225	day	maʔana	maʔana	Meyer-128-2005	118880	1318			m a ʔ a n a	4 7 1 7 4 7	AXBYBZ	MAHANA	7	7.M.C 7.A.V 7.H.C 7.A.V 7.N.C 7.A.V	2.0 1.5 1.75 1.3 1.75 0.8	maʔana	0	278	159	211	227	110	m a ʔ a n a	c c c c c c
5147	Rurutuan	Rurutuan	aust1304	1225	day	ao	ao	Meyer-128-2005	118879	18			a o	7 7	XZ	AU	7	7.A.V 7.U.V	1.5 0.8	ao	0	274	157	207	223	108	a - o	c c
5659	Hawaiian	Hawaiian	hawa1245	1225	day	lā	lā	71458	59671	1211			l aː	5 7	AX	LA	1	1.L.C 1.A.V	2.0 1.5	laː	0	273	156	206	222	109	l aː	c c
#
934	Maori	Maori	maor1246	1230	dirty	paru	paru	Biggs-85-2005	3298	1212			p a r u	1 7 5 7	AXBZ	PARY	3	3.P.C 3.A.V 3.R.C 3.Y.V	2.0 1.5 1.75 0.8	paru	0	283	161	216	230	114	p a r u	c c c c
1386	Tahitian	Tahitian (Modern)	tahi1242	1230	dirty	repo	repo	Clark-173-2005	3386	1388			r e p o	5 7 1 7	AXBZ	REPU	9	9.R.C 9.E.V 9.P.C 9.U.V	2.0 1.5 1.75 0.8	repo	0	281	160	214	228	113	r e p o	c c c c
1835	Rapanui	Rapanui (Easter Island)	rapa1244	1230	dirty	one	one	POLLEX	133528	1462			o n e	7 4 7	XBZ	UNE	5	5.U.V 5.N.C 5.E.V	1.5 1.75 0.8	one	0	285	164	215	232	117	o n e	c c c
1836	Rapanui	Rapanui (Easter Island)	rapa1244	1230	dirty	hava	hava	POLLEX	133527	1319		haba/haba	h a v a	3 7 3 7	AXBZ	HABA	5	5.H.C 5.A.V 5.B.C 5.A.V	2.0 1.5 1.75 0.8	hava	0	284	163	217	231	112	h a v a	c c c c
2099	Mangareva	Mangareva	mang1401	1230	dirty	paneu	paneu	POLLEX	321407	562			p a n e u	1 7 4 7 7	AXBYZ	PANEY	2	2.P.C 2.A.V 2.N.C 2.E.V 2.Y.V	2.0 1.5 1.75 1.3 0.8	paneu	0	282	161	215	229	115	p a n e u	c c c c c
3280	Sikaiana	Sikaiana	sika1261	1230	dirty	sava	sava	POLLEX	87950	1319			s a v a	3 7 3 7	AXBZ	SABA	8	8.S.C 8.A.V 8.B.C 8.A.V	2.0 1.5 1.75 0.8	sava	0	288	163	217	231	112	s a v a	c c c c
3281	Sikaiana	Sikaiana	sika1261	1230	dirty	pela	pela	POLLEX	87949	1212			p e l a	1 7 5 7	AXBZ	PELA	8	8.P.C 8.E.V 8.L.C 8.A.V	2.0 1.5 1.75 0.8	pela	0	283	160	216	230	114	p e l a	c c c c
3572	North_Marquesan	Marquesan	nort2845	1230	dirty	hava	hava	POLLEX	87932	1319			h a v a	3 7 3 7	AXBZ	HABA	4	4.H.C 4.A.V 4.B.C 4.A.V	2.0 1.5 1.75 0.8	hava	0	284	163	217	231	112	h a v a	c c c c
3573	North_Marquesan	Marquesan	nort2845	1230	dirty	paàpaà	paàpaà	POLLEX	87931	1212			p a ʔ a p a ʔ a	1 7 1 7 1 7 1 7	AXBYBYBZ	PAHAPAHA	4	4.P.C 4.A.V 4.H.C 4.A.V 4.P.C 4.A.V 4.H.C 4.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	paʔapaʔa	0	291	161	224	238	116	p a ʔ a p a ʔ a	c c c c c c c c
4578	Ra’ivavae	Ra'ivavae	aust1304	1230	dirty	Gepo	Gepo	Tamaititahio-1213-2015	291161	1388			ɢ e p o	1 7 1 7	AXBZ	KEPU	6	6.K.C 6.E.V 6.P.C 6.U.V	2.0 1.5 1.75 0.8	ɢepo	0	286	160	214	228	113	ɢ e p o	c c c c
4838	Tuamotuan	Tuamotu	tuam1242	1230	dirty	hava	hava	POLLEX	3459	1319			h a v a	3 7 3 7	AXBZ	HABA	10	10.H.C 10.A.V 10.B.C 10.A.V	2.0 1.5 1.75 0.8	hava	0	284	163	217	231	112	h a v a	c c c c
5343	Rurutuan	Rurutuan	aust1304	1230	dirty	repo	repo	Meyer-128-2005	3341	1388			r e p o	5 7 1 7	AXBZ	REPU	7	7.R.C 7.E.V 7.P.C 7.U.V	2.0 1.5 1.75 0.8	repo	0	281	160	214	228	113	r e p o	c c c c
5832	Hawaiian	Hawaiian	hawa1245	1230	dirty	lepo	lepo	71458	3265	1388			l e p o	5 7 1 7	AXBZ	LEPU	1	1.L.C 1.E.V 1.P.C 1.U.V	2.0 1.5 1.75 0.8	lepo	0	281	160	214	228	113	l e p o	c c c c
#
848	Maori	Maori	maor1246	2009	dog	kurii	kurii	Biggs-85-2005	34000	1213			k u r iː	1 7 5 7	AXBZ	KYRI	3	3.K.C 3.Y.V 3.R.C 3.I.V	2.0 1.5 1.75 0.8	kuriː	0	293	165	226	240	118	k u r iː -	c c c c
1292	Tahitian	Tahitian (Modern)	tahi1242	2009	dog	'urii	'urii	Clark-173-2005	34088	1213			ʔ u r iː	1 7 5 7	AXBZ	HYRI	9	9.H.C 9.Y.V 9.R.C 9.I.V	2.0 1.5 1.75 0.8	ʔuriː	0	292	165	225	240	118	ʔ u r iː -	c c c c
1728	Rapanui	Rapanui (Easter Island)	rapa1244	2009	dog	paihega	paihega	POLLEX	133529	437			p a i h e g a	1 7 7 3 7 1 7	AXYBYBZ	PAIHEKA	5	5.P.C 5.A.V 5.I.V 5.H.C 5.E.V 5.K.C 5.A.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	paihega	0	296	168	229	243	119	p a i h e g a	c c c c c c c
1729	Rapanui	Rapanui (Easter Island)	rapa1244	2009	dog	kuri	kuri	POLLEX	34179	1213			k u r i	1 7 5 7	AXBZ	KYRI	5	5.K.C 5.Y.V 5.R.C 5.I.V	2.0 1.5 1.75 0.8	kuri	0	293	165	226	240	118	k u r i -	c c c c
1988	Mangareva	Mangareva	mang1401	2009	dog	kurī	kurī	POLLEX	321518	1213		kuri	k u r iː	1 7 5 7	AXBZ	KYRI	2	2.K.C 2.Y.V 2.R.C 2.I.V	2.0 1.5 1.75 0.8	kuriː	0	293	165	226	240	118	k u r iː -	c c c c
3189	Sikaiana	Sikaiana	sika1261	2009	dog	kulii	kulii	POLLEX	34158	1213			k u l iː	1 7 5 7	AXBZ	KYLI	8	8.K.C 8.Y.V 8.L.C 8.I.V	2.0 1.5 1.75 0.8	kuliː	0	293	165	226	240	118	k u l iː -	c c c c
3446	North_Marquesan	Marquesan	nort2845	2009	dog	nuhe	nuhe	POLLEX	76903	729		peto	n u h e	4 7 3 7	AXBZ	NYHE	4	4.N.C 4.Y.V 4.H.C 4.E.V	2.0 1.5 1.75 0.8	nuhe	0	295	168	228	242	120	n u h e	c c c c
3447	North_Marquesan	Marquesan	nort2845	2009	dog	ku'i	ku'i	POLLEX	153626	1213			k u ʔ i	1 7 1 7	AXBZ	KYHI	4	4.K.C 4.Y.V 4.H.C 4.I.V	2.0 1.5 1.75 0.8	kuʔi	0	302	165	226	240	118	k u ʔ i -	c c c c
4496	Ra’ivavae	Ra'ivavae	aust1304	2009	dog	ʔuGi	ʔuGi	Tamaititahio-1213-2015	291242	1213			ʔ u ɢ i	1 7 1 7	AXBZ	HYKI	6	6.H.C 6.Y.V 6.K.C 6.I.V	2.0 1.5 1.75 0.8	ʔuɢi	0	297	165	229	240	118	ʔ u ɢ i -	c c c c
4718	Tuamotuan	Tuamotu	tuam1242	2009	dog	kurio	kurio	POLLEX	89869	1213		kuri/o // kuri	k u r i o	1 7 5 7 7	AXBYZ	KYRIU	10	10.K.C 10.Y.V 10.R.C 10.I.V 10.U.V	2.0 1.5 1.75 1.3 0.8	kurio	0	293	165	226	240	118	k u r i o	c c c c c
5232	Rurutuan	Rurutuan	aust1304	2009	dog	ʔuurii	ʔuurii	Meyer-128-2005	34043	1213			ʔ uː r iː	1 7 5 7	AXBZ	HYRI	7	7.H.C 7.Y.V 7.R.C 7.I.V	2.0 1.5 1.75 0.8	ʔuːriː	0	292	165	225	240	118	ʔ uː r iː -	c c c c
5737	Hawaiian	Hawaiian	hawa1245	2009	dog	'īlio	'īlio	71458	33967	1213			ʔ iː l i o	1 7 5 7 7	AXBYZ	HILIU	1	1.H.C 1.I.V 1.L.C 1.I.V 1.U.V	2.0 1.5 1.75 1.3 0.8	ʔiːlio	0	292	165	225	239	118	ʔ iː l i o	c c c c c
#
799	Maori	Maori	maor1246	1398	dry	maroke	maroke	Biggs-85-2005	49708	296			m a r o k e	4 7 5 7 1 7	AXBYBZ	MARUKE	3	3.M.C 3.A.V 3.R.C 3.U.V 3.K.C 3.E.V	2.0 1.5 1.75 1.3 1.75 0.8	maroke	0	303	169	230	244	121	m a r o k e	c c c c c c
1244	Tahitian	Tahitian (Modern)	tahi1242	1398	dry	maroo	maroo	Clark-173-2005	49796	296			m a r oː	4 7 5 7	AXBZ	MARU	9	9.M.C 9.A.V 9.R.C 9.U.V	2.0 1.5 1.75 0.8	maroː	0	303	169	230	244	121	m a r oː - -	c c c c
1677	Rapanui	Rapanui (Easter Island)	rapa1244	1398	dry	pakapaka	pakapaka	POLLEX	133531	240		paka/paka // paka	p a k a p a k a	1 7 1 7 1 7 1 7	AXBYBYBZ	PAKAPAKA	5	5.P.C 5.A.V 5.K.C 5.A.V 5.P.C 5.A.V 5.K.C 5.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	pakapaka	0	307	173	234	248	122	p a k a p a k a	c c c c c c c c
1933	Mangareva	Mangareva	mang1401	1398	dry	maro	maro	POLLEX	321557	296			m a r o	4 7 5 7	AXBZ	MARU	2	2.M.C 2.A.V 2.R.C 2.U.V	2.0 1.5 1.75 0.8	maro	0	303	169	230	244	121	m a r o - -	c c c c
3144	Sikaiana	Sikaiana	sika1261	1398	dry	masa	masa	POLLEX	49866	190			m a s a	4 7 3 7	AXBZ	MASA	8	8.M.C 8.A.V 8.S.C 8.A.V	2.0 1.5 1.75 0.8	masa	0	310	169	230	251	123	m a s a	c c c c
3390	North_Marquesan	Marquesan	nort2845	1398	dry	mo'o	mo'o	POLLEX	135730	296			m o ʔ o	4 7 1 7	AXBZ	MUHU	4	4.M.C 4.U.V 4.H.C 4.U.V	2.0 1.5 1.75 0.8	moʔo	0	306	169	230	244	121	m - - o ʔ o	c c c c
3391	North_Marquesan	Marquesan	nort2845	1398	dry	pakaka	pakaka	POLLEX	119483	240		pa/paka/ // paka	p a k a k a	1 7 1 7 1 7	AXBYBZ	PAKAKA	4	4.P.C 4.A.V 4.K.C 4.A.V 4.K.C 4.A.V	2.0 1.5 1.75 1.3 1.75 0.8	pakaka	0	307	173	234	248	122	p a k - - a k a	c c c c c c
4459	Ra’ivavae	Ra'ivavae	aust1304	1398	dry	maGo	maGo	Tamaititahio-1213-2015	291279	296			m a ɢ o	4 7 1 7	AXBZ	MAKU	6	6.M.C 6.A.V 6.K.C 6.U.V	2.0 1.5 1.75 0.8	maɢo	0	308	169	230	244	121	m a ɢ o - -	c c c c
4659	Tuamotuan	Tuamotu	tuam1242	1398	dry	maroo	maroo	POLLEX	49869	296			m a r oː	4 7 5 7	AXBZ	MARU	10	10.M.C 10.A.V 10.R.C 10.U.V	2.0 1.5 1.75 0.8	maroː	0	303	169	230	244	121	m a r oː - -	c c c c
5181	Rurutuan	Rurutuan	aust1304	1398	dry	maroo	maroo	Meyer-128-2005	49751	296			m a r oː	4 7 5 7	AXBZ	MARU	7	7.M.C 7.A.V 7.R.C 7.U.V	2.0 1.5 1.75 0.8	maroː	0	303	169	230	244	121	m a r oː - -	c c c c
5689	Hawaiian	Hawaiian	hawa1245	1398	dry	malo'o	malo'o	71458	49675	296			m a l o ʔ o	4 7 5 7 1 7	AXBYBZ	MALUHU	1	1.M.C 1.A.V 1.L.C 1.U.V 1.H.C 1.U.V	2.0 1.5 1.75 1.3 1.75 0.8	maloʔo	0	303	169	230	244	121	m a l o ʔ o	c c c c c c
#
862	Maori	Maori	maor1246	379	dull, blunt	puuhuki	puuhuki	Biggs-85-2005	29002	454			p uː h u k i	1 7 3 7 1 7	AXBYBZ	PYHYKI	3	3.P.C 3.Y.V 3.H.C 3.Y.V 3.K.C 3.I.V	2.0 1.5 1.75 1.3 1.75 0.8	puːhuki	0	313	176	237	254	131	p uː h u k i	c c c c c c
1306	Tahitian	Tahitian (Modern)	tahi1242	379	dull, blunt	mania	mania	Clark-173-2005	29090	191			m a n i a	4 7 4 7 7	AXBYZ	MANIA	9	9.M.C 9.A.V 9.N.C 9.I.V 9.A.V	2.0 1.5 1.75 1.3 0.8	mania	0	317	179	235	258	125	m a n i a	c c c c c
1747	Rapanui	Rapanui (Easter Island)	rapa1244	379	dull, blunt	puni	puni	POLLEX	130647	783			p u n i	1 7 4 7	AXBZ	PYNI	5	5.P.C 5.Y.V 5.N.C 5.I.V	2.0 1.5 1.75 0.8	puni	0	315	176	239	256	129	p u n i	c c c c
2006	Mangareva	Mangareva	mang1401	379	dull, blunt	moimoi	moimoi	POLLEX	321506	542			m o i m o i	4 7 7 4 7 7	AXYBYZ	MUIMUI	2	2.M.C 2.U.V 2.I.V 2.M.C 2.U.V 2.I.V	2.0 1.5 1.3 1.75 1.3 0.8	moimoi	0	311	175	235	253	132	m o i m o i	c c c c c c
3205	Sikaiana	Sikaiana	sika1261	379	dull, blunt	matapū	matapū	POLLEX	145968	783			m a t a p uː	4 7 1 7 1 7	AXBYBZ	MATAPY	8	8.M.C 8.A.V 8.T.C 8.A.V 8.P.C 8.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	matapuː	0	318	174	242	259	127	m a t a p uː	c c c c c c
3472	North_Marquesan	Marquesan	nort2845	379	dull, blunt	puriki	puriki	POLLEX	135715	454			p u r i k i	1 7 5 7 1 7	AXBYBZ	PYRIKI	4	4.P.C 4.Y.V 4.R.C 4.I.V 4.K.C 4.I.V	2.0 1.5 1.75 1.3 1.75 0.8	puriki	0	314	176	237	254	130	p u r i k i	c c c c c c
3473	North_Marquesan	Marquesan	nort2845	379	dull, blunt	tumué	tumué	POLLEX	75978	120		mué	t u m u ʔ e	1 7 4 7 1 7	AXBYBZ	TYMYHE	4	4.T.C 4.Y.V 4.M.C 4.Y.V 4.H.C 4.E.V	2.0 1.5 1.75 1.3 1.75 0.8	tumuʔe	0	321	184	245	252	124	t u m u ʔ e	c c c c c c
4509	Ra’ivavae	Ra'ivavae	aust1304	379	dull, blunt	papa	papa	Tamaititahio-1213-2015	291229	899			p a p a	1 7 1 7	AXBZ	PAPA	6	6.P.C 6.A.V 6.P.C 6.A.V	2.0 1.5 1.75 0.8	papa	0	316	179	239	257	128	p a p a	c c c c
4737	Tuamotuan	Tuamotu	tuam1242	379	dull, blunt	tii/muu	tii	POLLEX	90661	120		tuu/muu	t iː	1 7	AX	TI	10	10.T.C 10.I.V	2.0 1.5	tiː	0	320	183	244	261	126	t iː	c c
5251	Rurutuan	Rurutuan	aust1304	379	dull, blunt	mania	mania	Meyer-128-2005	92436	191			m a n i a	4 7 4 7 7	AXBYZ	MANIA	7	7.M.C 7.A.V 7.N.C 7.I.V 7.A.V	2.0 1.5 1.75 1.3 0.8	mania	0	317	179	235	258	125	m a n i a	c c c c c
5252	Rurutuan	Rurutuan	aust1304	379	dull, blunt	tuumuu	tuumuu	Meyer-128-2005	92435	120			t uː m uː	1 7 4 7	AXBZ	TYMY	7	7.T.C 7.Y.V 7.M.C 7.Y.V	2.0 1.5 1.75 0.8	tuːmuː	0	321	174	245	252	124	t uː m uː - -	c c c c
5753	Hawaiian	Hawaiian	hawa1245	379	dull, blunt	[kū]mūmū	mūmū	71458	28969	120			m uː m uː	4 7 4 7	AXBZ	MYMY	1	1.M.C 1.Y.V 1.M.C 1.Y.V	2.0 1.5 1.75 0.8	muːmuː	0	311	174	235	252	124	m uː m uː - -	c c c c
#
933	Maori	Maori	maor1246	2	dust	puehu	puehu	Biggs-85-2005	195120	21		pu|ehu	p u e h u	1 7 7 3 7	AXYBZ	PYEHY	3	3.P.C 3.Y.V 3.E.V 3.H.C 3.Y.V	2.0 1.5 1.3 1.75 0.8	puehu	0	324	185	248	264	133	- - p - - u e h - u	c c c c c
1384	Tahitian	Tahitian (Modern)	tahi1242	2	dust	repo puehu	repo puehu	Clark-173-2005	87978	21			r e p o p u e h u	5 7 1 7 1 7 7 3 7	AXBYBYYBZ	REPUPYEHY	9	9.R.C 9.E.V 9.P.C 9.U.V 9.P.C 9.Y.V 9.E.V 9.H.C 9.Y.V	2.0 1.5 1.75 1.3 1.75 1.3 1.3 1.75 0.8	repopuehu	0	329	185	248	264	133	r e p o p u e h - u	c c c c c c c c c
1385	Tahitian	Tahitian (Modern)	tahi1242	2	dust	hu'ahuaa	hu'ahuaa	Clark-173-2005	87977	1458			h u ʔ a h u aː	3 7 1 7 3 7 7	AXBYBYZ	HYHAHYA	9	9.H.C 9.Y.V 9.H.C 9.A.V 9.H.C 9.Y.V 9.A.V	2.0 1.5 1.75 1.3 1.75 1.3 0.8	huʔahuaː	0	322	190	246	267	134	h u ʔ a h u - aː	c c c c c c c
1831	Rapanui	Rapanui (Easter Island)	rapa1244	2	dust	pugaehu	pugaehu	POLLEX	133534	21			p u g a e h u	1 7 1 7 7 3 7	AXBYYBZ	PYKAEHY	5	5.P.C 5.Y.V 5.K.C 5.A.V 5.E.V 5.H.C 5.Y.V	2.0 1.5 1.75 1.3 1.3 1.75 0.8	pugaehu	0	326	185	248	264	133	- - p u g a e h - u	c c c c c c c
1832	Rapanui	Rapanui (Easter Island)	rapa1244	2	dust	garahu	garahu	POLLEX	133533	21			g a r a h u	1 7 5 7 3 7	AXBYBZ	KARAHY	5	5.K.C 5.A.V 5.R.C 5.A.V 5.H.C 5.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	garahu	0	333	190	257	273	136	g a r a h u	c c c c c c
1833	Rapanui	Rapanui (Easter Island)	rapa1244	2	dust	huga	huga	POLLEX	133532	466		huŋa	h u g a	3 7 1 7	AXBZ	HYKA	5	5.H.C 5.Y.V 5.K.C 5.A.V	2.0 1.5 1.75 0.8	huga	0	335	190	249	267	137	h u g a	c c c c
2097	Mangareva	Mangareva	mang1401	2	dust	e'u	e'u	POLLEX	321408	21		èu	e ʔ u	7 1 7	XBZ	EHY	2	2.E.V 2.H.C 2.Y.V	1.5 1.75 0.8	eʔu	0	322	185	246	262	133	- e - - - - - ʔ - u	c c c
2098	Mangareva	Mangareva	mang1401	2	dust	puèu	puèu	POLLEX	87979	21			p u ʔ e u	1 7 1 7 7	AXBYZ	PYHEY	2	2.P.C 2.Y.V 2.H.C 2.E.V 2.Y.V	2.0 1.5 1.75 1.3 0.8	puʔeu	0	324	185	248	264	133	- - p - - u - ʔ e u	c c c c c
3279	Sikaiana	Sikaiana	sika1261	2	dust	lehu	lehu	POLLEX	145924	21			l e h u	5 7 3 7	AXBZ	LEHY	8	8.L.C 8.E.V 8.H.C 8.Y.V	2.0 1.5 1.75 0.8	lehu	1	328	185	246	262	133	l e - - - - - h - u	c c c c
3571	North_Marquesan	Marquesan	nort2845	2	dust	'epo	'epo	POLLEX	3608	1458			ʔ e p o	1 7 1 7	AXBZ	HEPU	4	4.H.C 4.E.V 4.P.C 4.U.V	2.0 1.5 1.75 0.8	ʔepo	0	325	185	249	265	135	ʔ e p o	c c c c
4837	Tuamotuan	Tuamotu	tuam1242	2	dust	puuehu	puuehu	POLLEX	3816	21			p uː e h u	1 7 7 3 7	AXYBZ	PYEHY	10	10.P.C 10.Y.V 10.E.V 10.H.C 10.Y.V	2.0 1.5 1.3 1.75 0.8	puːehu	0	324	185	248	264	133	- - p - - uː e h - u	c c c c c
5342	Rurutuan	Rurutuan	aust1304	2	dust	ʔuʔaʔuʔa	ʔuʔaʔuʔa	Meyer-128-2005	3698	1458			ʔ u ʔ a ʔ u ʔ a	1 7 1 7 1 7 1 7	AXBYBYBZ	HYHAHYHA	7	7.H.C 7.Y.V 7.H.C 7.A.V 7.H.C 7.Y.V 7.H.C 7.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	ʔuʔaʔuʔa	0	322	190	246	267	134	ʔ u ʔ a ʔ u ʔ a	c c c c c c c c
5830	Hawaiian	Hawaiian	hawa1245	2	dust	'e'a	'e'a	71458	71897	1458			ʔ e ʔ a	1 7 1 7	AXBZ	HEHA	1	1.H.C 1.E.V 1.H.C 1.A.V	2.0 1.5 1.75 0.8	ʔeʔa	0	322	185	246	262	133	ʔ e - - - - - ʔ - a	c c c c
5831	Hawaiian	Hawaiian	hawa1245	2	dust	'ehu	'ehu	71458	71896	21			ʔ e h u	1 7 3 7	AXBZ	HEHY	1	1.H.C 1.E.V 1.H.C 1.Y.V	2.0 1.5 1.75 0.8	ʔehu	0	322	185	246	262	133	ʔ e - - - - - h - u	c c c c
#
901	Maori	Maori	maor1246	1247	ear	taringa	taringa	Biggs-85-2005	15079	22			t a r i ŋ a	1 7 5 7 4 7	AXBYBZ	TARINA	3	3.T.C 3.A.V 3.R.C 3.I.V 3.N.C 3.A.V	2.0 1.5 1.75 1.3 1.75 0.8	tariŋa	0	337	192	259	275	138	t a r i ŋ a	c c c c c c
1350	Tahitian	Tahitian (Modern)	tahi1242	1247	ear	tari'a	tari'a	Clark-173-2005	15167	22			t a r i ʔ a	1 7 5 7 1 7	AXBYBZ	TARIHA	9	9.T.C 9.A.V 9.R.C 9.I.V 9.H.C 9.A.V	2.0 1.5 1.75 1.3 1.75 0.8	tariʔa	0	337	192	259	275	138	t a r i ʔ a	c c c c c c
1795	Rapanui	Rapanui (Easter Island)	rapa1244	1247	ear	tariga	tariga	POLLEX	133535	22		tariŋa	t a r i g a	1 7 5 7 1 7	AXBYBZ	TARIKA	5	5.T.C 5.A.V 5.R.C 5.I.V 5.K.C 5.A.V	2.0 1.5 1.75 1.3 1.75 0.8	tariga	0	337	192	259	275	138	t a r i g a	c c c c c c
2058	Mangareva	Mangareva	mang1401	1247	ear	taringa	taringa	POLLEX	321467	22		teriga	t a r i ŋ a	1 7 5 7 4 7	AXBYBZ	TARINA	2	2.T.C 2.A.V 2.R.C 2.I.V 2.N.C 2.A.V	2.0 1.5 1.75 1.3 1.75 0.8	tariŋa	0	337	192	259	275	138	t a r i ŋ a	c c c c c c
3245	Sikaiana	Sikaiana	sika1261	1247	ear	kau/talina/	talina	POLLEX	15237	22			t a l i n a	1 7 5 7 4 7	AXBYBZ	TALINA	8	8.T.C 8.A.V 8.L.C 8.I.V 8.N.C 8.A.V	2.0 1.5 1.75 1.3 1.75 0.8	talina	0	337	192	259	275	138	t a l i n a	c c c c c c
3532	North_Marquesan	Marquesan	nort2845	1247	ear	pua/ìna/	pua	POLLEX	73698	475		pua/ìka/	p u a	1 7 7	AXZ	PYA	4	4.P.C 4.Y.V 4.A.V	2.0 1.5 0.8	pua	0	339	191	261	277	139	p u a	c c c
4547	Ra’ivavae	Ra'ivavae	aust1304	1247	ear	taGiʔa	taGiʔa	Tamaititahio-1213-2015	291192	22			t a ɢ i ʔ a	1 7 1 7 1 7	AXBYBZ	TAKIHA	6	6.T.C 6.A.V 6.K.C 6.I.V 6.H.C 6.A.V	2.0 1.5 1.75 1.3 1.75 0.8	taɢiʔa	0	341	192	259	275	138	t a ɢ i ʔ a	c c c c c c
4792	Tuamotuan	Tuamotu	tuam1242	1247	ear	tariŋa	tariŋa	POLLEX	15240	22			t a r i ŋ a	1 7 5 7 4 7	AXBYBZ	TARINA	10	10.T.C 10.A.V 10.R.C 10.I.V 10.N.C 10.A.V	2.0 1.5 1.75 1.3 1.75 0.8	tariŋa	0	337	192	259	275	138	t a r i ŋ a	c c c c c c
5303	Rurutuan	Rurutuan	aust1304	1247	ear	tariʔa	tariʔa	Meyer-128-2005	15122	22			t a r i ʔ a	1 7 5 7 1 7	AXBYBZ	TARIHA	7	7.T.C 7.A.V 7.R.C 7.I.V 7.H.C 7.A.V	2.0 1.5 1.75 1.3 1.75 0.8	tariʔa	0	337	192	259	275	138	t a r i ʔ a	c c c c c c
5795	Hawaiian	Hawaiian	hawa1245	1247	ear	pepeiao	pepeiao	71458	15046	1059			p e p e i a o	1 7 1 7 7 7 7	AXBYYYZ	PEPEIAU	1	1.P.C 1.E.V 1.P.C 1.E.V 1.I.V 1.A.V 1.U.V	2.0 1.5 1.75 1.3 1.3 1.3 0.8	pepeiao	0	336	191	258	274	140	p e p e i a o	c c c c c c c
#
822	Maori	Maori	maor1246	1228	earth/soil	kere-	kere-	Biggs-85-2005	134107	121			k e r e	1 7 5 7	AXBZ	KERE	3	3.K.C 3.E.V 3.R.C 3.E.V	2.0 1.5 1.75 0.8	kere	0	344	195	264	280	142	k e r e	c c c c
823	Maori	Maori	maor1246	1228	earth/soil	repo	repo	Biggs-85-2005	134104	192			r e p o	5 7 1 7	AXBZ	REPU	3	3.R.C 3.E.V 3.P.C 3.U.V	2.0 1.5 1.75 0.8	repo	0	342	193	262	278	141	r e p o	c c c c
824	Maori	Maori	maor1246	1228	earth/soil	oneone	oneone	Biggs-85-2005	42211	737			o n e o n e	7 4 7 7 4 7	XBYYBZ	UNEUNE	3	3.U.V 3.N.C 3.E.V 3.U.V 3.N.C 3.E.V	1.5 1.75 1.3 1.3 1.75 0.8	oneone	0	346	195	266	282	143	o n e o n e	c c c c c c
1267	Tahitian	Tahitian (Modern)	tahi1242	1228	earth/soil	repo	repo	Clark-173-2005	42299	192			r e p o	5 7 1 7	AXBZ	REPU	9	9.R.C 9.E.V 9.P.C 9.U.V	2.0 1.5 1.75 0.8	repo	1	342	193	262	278	141	r e p o	c c c c
1703	Rapanui	Rapanui (Easter Island)	rapa1244	1228	earth/soil	one	one	POLLEX	133536	737			o n e	7 4 7	XBZ	UNE	5	5.U.V 5.N.C 5.E.V	1.5 1.75 0.8	one	1	346	195	266	282	143	o n - - - e	c c c
1704	Rapanui	Rapanui (Easter Island)	rapa1244	1228	earth/soil	repo	repo	POLLEX	42390	192			r e p o	5 7 1 7	AXBZ	REPU	5	5.R.C 5.E.V 5.P.C 5.U.V	2.0 1.5 1.75 0.8	repo	0	342	193	262	278	141	r e p o	c c c c
1960	Mangareva	Mangareva	mang1401	1228	earth/soil	repo	repo	POLLEX	321538	192		repo	r e p o	5 7 1 7	AXBZ	REPU	2	2.R.C 2.E.V 2.P.C 2.U.V	2.0 1.5 1.75 0.8	repo	0	342	193	262	278	141	r e p o	c c c c
3164	Sikaiana	Sikaiana	sika1261	1228	earth/soil	kele/kele	kele	POLLEX	42369	121			k e l e	1 7 5 7	AXBZ	KELE	8	8.K.C 8.E.V 8.L.C 8.E.V	2.0 1.5 1.75 0.8	kele	0	344	195	264	280	142	k e l e	c c c c
